UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,spbk0004949,"Buc'hoz, Pierre-Joseph","Manuel de médecine pratique, royale et bourgeoise, ou, Pharmacopée tirée des trois regnes, appliquée aux maladies des habitans des villes: ouvrage utile a tout citoyen",1771,NA
NA,spbk0004950,NA,Mémoires sur la colonie françoise de Berlin,1787,NA
NA,spbk0004955,"Metastasio, Pietro",Opera [de Metastasio],NA,NA
NA,spbk0004957,"Chubb, Thomas","Nouveaux essais sur la bonté de Dieu, la liberté de l'homme et l'origine du mal, traduits de l'anglais de M. Chubb",1732,NA
NA,spbk0004958,"Burnet, Gilbert","Historia Reformationis Ecclesiae Anglicanae in duas partes divisa, continentes exordia et progressus ejusdem sub regnis Henrici VIII, Edwardi VI et Elizabethae... anglice edita a Dno. Gilberto Burnet... ac in idioma latinum translata. Cui adjunguntur praefati Edwardi diarium et collectio omnium documentorum in eadem historia citatorum",1689,NA
NA,spbk0004959,"Prideaux, John","Johannis Prideaux ... Opera theologica quae Latine extant omnia: antehac sparsim edita, nunc vero collecta & in unum volumen congesta; cum indicibus necessariis",1672,NA
NA,spbk0004960,NA,[Unidentified Durand Tour Works],NA,NA
NA,spbk0004961,"Fleury, Claude","Discours sur l'histoire ecclésiastique, par l'abbé Fleury",1785,NA
NA,spbk0004963,"Dupuy La Chapelle, N.",Instruction d'un pere à sa fille: tirée de l'Ecriture Sainte,1784,NA
NA,spbk0004965,"Lenfant, Jacques","Poggiana, ou la Vie, le caractère, les sentences, et les bons mots de Pogge Florentin, avec son Histoire de la république de Florence, et un supplément de diverses pièces importantes",1720,NA
NA,spbk0004966,"Berryat, Jean","Recueil de mémoires, ou Collection de pièces académiques concernant la médecine, l'anatomie et la chirurgie, la chymie, la physique expérimentale, la botanique et l'histoire naturelle, tirées des meilleurs auteurs, et mis en ordre par feu M. J. Berryat",1754-1787,NA
NA,spbk0004968,"Bolingbroke, Henri Paulet de Saint-Jean [vicomte de]","Pensées de milord Bolingbroke, sur différens sujets d'histoire, de philosophie, de morale, etc",1771,NA
NA,spbk0004969,NA,[Collection des pieces du procès de M.de Rio (?)],NA,NA
NA,spbk0004970,"Malarme, Charlotte de Bournon [comtesse de]","Tout est possible à l'amitié, ou Histoire de milord Love-Rose et de Sophie Mostain, par Mme de Malarme",NA,NA
NA,spbk0004971,"Cazotte, Jacques",Diable (le) amoureux,NA,NA
NA,spbk0004972,NA,"Collection des pièces et Mémoires qui ont paru dans le procès du sieur Kornman contre la dame Kornman son épouse, le sieur Daudet de Jossan, le sieur Pierre-Augustin Caron de Beaumarchais et M. Lenoir",1787,NA
NA,spbk0004973,"Le Sueur, Jean",Histoire de l'Eglise et de l'Empire,1684-1688,NA
NA,spbk0004974,"Bayle, Pierre",Dictionnaire historique et critique... avec la vie de l'auteur par M. Desmaizeaux,1741,NA
NA,spbk0004975,"Boëthius, Anicius Manlius Severinus",Boethius de consolatione philosophiae,1753,NA
NA,spbk0004976,"Brucker, Johann Jakob","Jacobi Bruckeri... Institutiones historiae philosophicae, usui academicae juventutis adornatae",1756,NA
NA,spbk0004980,Camburat [de],"Abrégé de la vie et du système de Gassendi, par M. de Camburat",1770,NA
NA,spbk0004981,"Papillon, Philibert","Bibliothèque des auteurs de Bourgogne, par feu M. l'abbé Papillon",1745,NA
NA,spbk0004985,"Marin, Pieter","Dictionnaire hollandois-françois, & françois-hollandois, par P. Marin",1768,NA
NA,spbk0004986,NA,"Grammaire nouvelle, italienne et françoise",1779,NA
NA,spbk0004988,"Wiertz, J.","Traité des arbitrages de change: contenant la véritable maniere, dont les principales places de l'Europe se servent pour la direction de leurs changes: avec une methode aussy succincte qu'aisée, pour trouver le pair de toutes ces places, & pour chiffrer tous les arbitrages proposés, demontrée par un grand nombre d'exemples de toutes sortes de change: a quoy encore on a ajouté des arbitrages & des calculs très curieux, dont aucun auteur n'a traité",1728,NA
NA,spbk0004990,"Pougens, Charles [de]",Récréations de philosophie et de morale,1784,NA
NA,spbk0004991,"Joly, Philippe-Louis [abbé]",Remarques critiques sur le Dictionnaire de Bayle,1752,NA
NA,spbk0004992,"Falconnet de La Bellonie, Camille","Psycantropie (la), ou Nouvelle théorie de l'homme",1748,NA
NA,spbk0004995,"Formey, Jean Henri Samuel","Mélanges philosophiques, par M. Formey",1754,NA
NA,spbk0004996,"Alliette, Jean-Baptiste","Zodiaque (le) mystérieux, ou les oracles d' Etteilla",1781,NA
NA,spbk0004998,"Vauvilliers, Jean-François","Essai sur Pindare: contenant une traduction de quelques Odes de ce poëte, avec une analyse raisonnée et des notes historique, poëtiques et grammaticales, le tout précédé d'un discours sur Pindare et sur la vraie manière de le traduire",1776,NA
NA,spbk0004999,"Linguet, Simon-Nicolas-Henri",Mémoires et plaidoyers de M. Linguet,1776,NA
NA,spbk0005002,"Bérenger, Laurent-Pierre","Recueil amusant de voyages, en vers et en prose, faits par différens auteurs, auquel on a joint un choix des épîtres, contes et fables... qui ont rapport aux voyages",NA,NA
NA,spbk0005003,"Paulian, Aimé-Henri","Electricité (l') soumise à un nouvel examen, dans différentes lettres addressées à M. l'abbé Nollet, et dans quelques questions de physique, présentées sous la forme scholastique... par l'auteur du Dictionnaire de physique ",1768,NA
NA,spbk0005004,"Castéra, Jean Henri","Baisers (les) de Zizi, poème",1786,NA
NA,spbk0005006,"Lewis, William",Recueil de divers ouvrages relatifs a l'agriculture et à la médecine domestique et vétérinaire,1776,NA
NA,spbk0005009,"Boudier de Villemert, P.-J.","Pensées philosophiques sur la nature, l'homme et la religion",1784,NA
NA,spbk0005010,"Baignoux, Pierre-Philippe","Nouveau plan de géographie méthodique et universelle, disposée par tablettes et colones, qui désignent par divisions les royaumes, provinces, comtés, les villes, leurs classes, leurs jurisdictions, ... Ouvrage suivi d'un traité de sphère, à la portée de tout le monde, et principalement de ceux qui, par état, ou autrement, ne peuvent s'adonner à l'étude des mathématiques",1784,NA
NA,spbk0005011,"Boufflers, Stanislas-Jean [de]",Poésies et pièces fugitives diverses de M. le chevalier de B***,1782,NA
NA,spbk0005012,"Wezel, Johann Karl",Tableau de l'Allemagne et de la littérature allemande: Par un Anglois à Berlin pour ses amis à Londres,1782,NA
NA,spbk0005013,"Smith, Robert","Traité d'optique, par M. Smith... traduit de l'anglais et considérablement augmentée ",1768,NA
NA,spbk0005016,"Calvin, Jean",Institution de la religion chrétienne,1713,NA
NA,spbk0005017,"Saint-Marc, Jean-Paul-André de Razins",Oeuvres de Monsieur de Saint-Marc,1781,NA
NA,spbk0005020,"Mercier, Louis-Sébastien",Notions claires sur les gouvernemens,NA,NA
NA,spbk0005021,"Gessner, Salomon",Collection complète des oeuvres de M. Gessner,1776,NA
NA,spbk0005021,"Gessner, Salomon",[Oeuvres de Gessner],NA,NA
NA,spbk0005021,"Gessner, Salomon",Collection complete des oeuvres de Gesner,1786,NA
NA,spbk0005021,"Gessner, Salomon",Oeuvres de Gessner,1786,NA
NA,spbk0005022,"Pury, David [de]","Copie du Testament et du Codicile du Testament de M. David Pury, né à Neuchâtel en Suisse, en Février 1709, décédé à Lisbonne en Portugal, le 31 mai 1786 ",NA,NA
NA,spbk0005024,"Lionnois, Jean-Jacques Bouvier","Traité de la mythologie, orné de cent-quatre-vingt gravures en taille-douce",NA,NA
NA,spbk0005025,NA,Recueil de lettres héroiques,1767-1768,NA
NA,spbk0005026,"Clarke, Samuel",Traités de l'existence et des attributs de Dieu,NA,NA
NA,spbk0005027,"Fabre d'Églantine, Philippe-François-Nazaire","Étude de la nature (l'), poëme à M. le comte de Buffon",1783,NA
NA,spbk0005030,"Desnos, Louis-Charles","Tableau analytique de la France, dans lequel on donne une connaissance générale et détaillée du royaume, considéré sous ses différentes formes de gouvernement tant civil qu'ecclésiastique et militaire, par différents auteurs ",1766,NA
NA,spbk0005032,NA,Réflexions d'un citoyen sur les affaires présentes,1788,NA
NA,spbk0005035,NA,[Ami (l') de la santé],NA,NA
NA,spbk0005039,NA,[Recueil d'opéras],NA,NA
NA,spbk0005040,NA,[Chasse (la)],NA,NA
NA,spbk0005041,"Grenier, Édouard","Mélomanie (la), opéra-comique en un acte et en vers, mêlée d'ariettes",NA,NA
NA,spbk0005044,NA,[Accord de la louange],NA,NA
NA,spbk0005045,"Voltaire, François Marie Arouet",Adélaide du Guesclin,NA,NA
NA,spbk0005046,"La Place, Pierre Antoine de","Adèle, comtesse de Ponthieu, tragédie",1758,NA
NA,spbk0005047,NA,[Aluste],NA,NA
NA,spbk0005049,"Cannabich, Christian",Amans (les) protegés par l'amour: ballet pastoral héroique,NA,NA
NA,spbk0005050,"Gluck, Christoph Willibald","Arbre (l') enchanté, ou le Tuteur dupé: opéra comique mêlé d'ariettes de la composition de Monsieur le chev.",1759,NA
NA,spbk0005051,"Colardeau, Charles Pierre","Astarbé, tragédie, par M. Colardeau",1758,NA
NA,spbk0005052,"Du Buat-Nançay, Louis-Gabriel","Charlemagne, ou le Triomphe des Loix. Tragedie",1767,NA
NA,spbk0005053,"Gebler, Tobias Philipp [Freiherr von]","Clémentine, ou Le Testament: drame en cinq actes",1773,NA
NA,spbk0005054,NA,"Colas, toujours Colas, comédie en 3 actes... représentée pour la première fois sur le théâtre de Vienne, le février 1765",1765,NA
NA,spbk0005055,"Voltaire, François Marie Arouet","Ecossaise (l'), comédie",1768,NA
NA,spbk0005056,"Affichard, Thomas [l']","Famille (la), comedie en un acte",1770,NA
NA,spbk0005057,"Saint-Foix, Germain-François Poullain [de]","Financier (le), comédie en un acte",NA,NA
NA,spbk0005059,"Destouches, Philippe Néricault",Glorieux (le),1752,NA
NA,spbk0005060,"Voisenon, Claude-Henri de Fusée [de]","Jeune (la) Grecque, comédie en 3 actes et en vers",1764,NA
NA,spbk0005061,"Boyrin, Michel","Homme (l') à bonnes fortunes, comédie en cinq actes",1768,NA
NA,spbk0005062,"Guimond de La Touche, Claude",Iphigénie en Tauride tragédie,1758,NA
NA,spbk0005063,"Regnard, Jean François","Légataire (le) universel, comédie",NA,NA
NA,spbk0005064,"Destouches, Philippe Néricault","Médisant (le), comédie en cinq actes et en vers",1769,NA
NA,spbk0005065,Dorcey [Mlle],"Niza et Bekir, drame en prose et en deux actes",1771,NA
NA,spbk0005066,"Voltaire, François Marie Arouet","Olympie, tragédie; suivie de remarques historiques",1769,NA
NA,spbk0005067,"Gluck, Christoph Willibald","Orfeo ed Euridice, azione teatrale per musica da rappresentarsi nel teatro privilegiato vicino alla corte nell'autunno del 1762 = Orphée et Eurydice, traduction libre de la fête en musique, en italien, exécutée sur le théâtre de Vienne le 5 octobre 1762 ",1762,NA
NA,spbk0005068,NA,[Paris et Hélène],NA,NA
NA,spbk0005069,"Collé, Charles","Partie (la) de chasse de Henri IV, comédie",1768,NA
NA,spbk0005070,"Destouches, Philippe Néricault","Philosophe (le) marié, ou Le mari honteaux de l'etre, comedie en vers et en cinq actes",1768,NA
NA,spbk0005071,"La Chaussée, Pierre-Claude","Préjugé (le) à la mode, comedie en vers et en cinq actes",1768,NA
NA,spbk0005072,"Marivaux, Pierre [de}","Sinceres (les), comedie",1770,NA
NA,spbk0005073,"Dörrien, Catharina Helena","Joujou de nouvelle façon, ou Contes amusans et instructifs à la portée et à l'usage des plus petits enfans",1759,NA
NA,spbk0005074,"Desnos, Louis-Charles","Nouvel atlas d'Angleterre, divisé en ses 52 comtés, avec toutes les routes, levées topographiquement par ordre de S. M. Britannique et les plans des villes et ports de ce royaume",1767,NA
NA,spbk0005075,"Desnos, Louis-Charles",Atlas historique de la France ancienne et moderne,NA,NA
NA,spbk0005076,"Létorière, Louis-Armand Prévost",Année (l') galante; ou les Intrigues secrètes du marquis de L***,1785,NA
NA,spbk0005077,"Framery, Nicolas-Étienne","Colonie (la), comédie en deux actes",1776,NA
NA,spbk0005078,NA,Courtisane (la) convertie: ou l'age d'or à Bamboul,1782,NA
NA,spbk0005079,NA,"[Dictionnaire de poche, anglais]",NA,NA
NA,spbk0005080,NA,[Fables (les) d'Esope en grec],NA,NA
NA,spbk0005080,Aesop,Fables (les) d'Esope,NA,NA
NA,spbk0005081,NA,[Grammaire anglaise],NA,NA
NA,spbk0005082,NA,[Histoire du Danemarc],NA,NA
NA,spbk0005083,"Voltaire, François Marie Arouet",Histoire de l'état de l'Europe en 1756,1762,NA
NA,spbk0005084,"Voltaire, François Marie Arouet",Indiscret (l'),NA,NA
NA,spbk0005085,"Seigneux de Correvon, Gabriel","Système abrégé de jurisprudence criminelle, accommodé aux lois et à la constitution du pays",1774,NA
NA,spbk0005086,"Cradock, Joseph",Lettres d'un ecclésiastique et de sa fille écrites de la campagne à son fils à Londres,1778,NA
NA,spbk0005087,NA,[Mélanges de poésie],NA,NA
NA,spbk0005088,"Noailles, Louis-Antoine [de]",Mémoires et instructions secretes du C. de Noailles,NA,NA
NA,spbk0005089,NA,[Moeurs (les)],NA,NA
NA,spbk0005091,"Peyron, Jean-François",Nouveau voyage en Espagne fait en 1777 et 1778,1782,NA
NA,spbk0005092,"Crébillon, Claude Prosper Jolyot de","Sylphe (le), par Crébillon fils",1785,NA
NA,spbk0005093,"Servan, Joseph-Michel-Antoine","Réflexions sur quelques points de nos loix, à l'occasion d'un événement important",NA,NA
NA,spbk0005095,"Mayet, Étienne","Pièces fugitives, en vers",NA,NA
NA,spbk0005096,"Marivaux, Pierre [de}",Paysan (le) parvenu,1782,NA
NA,spbk0005097,"Suze, Charles [de]","Suite des Erreurs et de la verité, ou développement du livre des hommes rappelés au principe universel de la science",1784,NA
NA,spbk0005098,"Cook, James","Supplément au voyage de M. de Bougainville ou Journal d'un voyage autour du monde fait par MM. Banks & Solander, Anglois, en 1768, 1769, 1770, 1771",1773,NA
NA,spbk0005099,"Nogaret, François-Félix",Mémoires authentiques de Mme la comtesse du Barry,1775,NA
NA,spbk0005099,"Nogaret, François-Félix","Memoires authentiques de la comtesse de Barré, maitresse de Louis XV, roi de France: extraits d'un manuscrit que possede Madame la duchesse de Villeroy",1772,NA
NA,spbk0005100,"Le Scène-Desmaisons, Jacques",Histoire de la dernière révolution de Suède,1782,NA
NA,spbk0010000,NA,[Epistolae selectae]: Ciceronis (M.T.) epistolae selectae,NA,NA
NA,spbk0010001,NA,"[Epistolae]: In Tullii Ciceronis epistolarum, libri IV",NA,NA
NA,spbk0010002,NA,Ciceronis orationes variae et opuscula ,NA,NA
NA,spbk0010003,NA,Ciceronis orationes cum appendica,NA,NA
NA,spbk0010004,NA,Abrégé de la méthode pratique pour converser avec dieu contenant diverses aspirations,NA,NA
NA,spbk0010005,NA,Abrégé de la nouvelle méthode,NA,NA
NA,spbk0010006,NA,"Abrégé de la pratique de la perfection chrétienne, du père Alphonse Rodriguez",NA,NA
NA,spbk0010007,NA,Old Testament / Ancien Testament (Catholic editions)  [Bible],NA,NA
NA,spbk0010009,NA,"Abrégé de l'histoire sainte avec des preuves de la religion, par demandes et par réponses",NA,NA
NA,spbk0010010,NA,"Abrégé des particules, etc",NA,NA
NA,spbk0010011,NA,"Abrégé des principes de la grammaire françoise, de l'arithmétiq. Lettres promesses; Lettres quittances etc. pour les écoles chrétiennes",NA,NA
NA,spbk0010012,NA,Abrégé des règles de la congrégation de l'immaculée conception de la bienheureuse vierge Marie,NA,NA
NA,spbk0010013,NA,Abrégé du catéchisme de Trèves,NA,NA
NA,spbk0010014,NA,"Dictionnaire des cas de conscience de Pontas, par Collet",NA,NA
NA,spbk0010015,NA,"Accessus altaris, sive Dispositio ad missam",NA,NA
NA,spbk0010016,NA,"Adone (l'), poema heroico, del cavalier Gian Batista Marini",NA,NA
NA,spbk0010017,NA,Adresse de l'âme à son dieu,NA,NA
NA,spbk0010018,NA,Alphabet syllabique,NA,NA
NA,spbk0010020,NA,"Amant (L') de J. C. [Jésus Christ], ou Histoire de la vie et de la mort d'un ecclésiastique",NA,NA
NA,spbk0010021,NA,Amusemes curieux et divertissans propres à égayer l'esprit,NA,NA
NA,spbk0010022,NA,"Anti-Lucrèce, latin et français",NA,NA
NA,spbk0010023,NA,"Antiquités de la mation et e la langue des Celtes autrement appellez Gaulois, par le révérend père Duperron, etc",NA,NA
NA,spbk0010024,NA,"Arrêts de la cour du parlement de Toulouse, recueillis par Jean Albert, Avt [avocat]",NA,NA
NA,spbk0010025,NA,"Arrêts notables de Boniface avec les suites de Bonnet et de Berieux, etc",NA,NA
NA,spbk0010026,NA,Ars metrica,NA,NA
NA,spbk0010027,NA,Ars rhetorica,NA,NA
NA,spbk0010028,NA,Avis salutaire[s] d'un serviteur de dieu,NA,NA
NA,spbk0010029,NA,Baglivi: Opera medica,NA,NA
NA,spbk0010030,NA,Bible des noëls vieux et nouveaux,NA,NA
NA,spbk0010031,NA,"Bibliothèque des jeunes négociants, par Jean La Rue",NA,NA
NA,spbk0010032,NA,"Bibliothèque portative des pères, par Tricolet",NA,NA
NA,spbk0010033,NA,Bon paroissien (le),NA,NA
NA,spbk0010034,NA,Bouquet de la mission composé en faveur des peuples de campagne,NA,NA
NA,spbk0010035,NA,Bréviaire et missel romain à l'usage des laïques,NA,NA
NA,spbk0010037,NA,De bello gallico et civili commentarii,NA,NA
NA,spbk0010038,NA,Candidatus rhetoricae,NA,NA
NA,spbk0010039,NA,Cantiques de Marseille,NA,NA
NA,spbk0010040,NA,Cantiques spirituels à l'usage des catéchismes et des écoles chrétiennes,NA,NA
NA,spbk0010041,NA,Cantiques spirituels sur les principaux mystères de notre religion,NA,NA
NA,spbk0010042,NA,Cantiques syllabaires françois,NA,NA
NA,spbk0010043,NA,Caractères de la charité,NA,NA
NA,spbk0010045,NA,"Petit cate?chisme historique: contenant en abre?ge? l'histoire sainte, & la doctrine chre?tienne",NA,NA
NA,spbk0010048,NA,"Catéchisme, ou Instructions chrétiennes pour les nouveaux et nouvelles catholiques, par demandes et par réponses, avec prières du matin, etc",NA,NA
NA,spbk0010049,NA,Catechismus vonvilii tridentini,NA,NA
