concatenated,parisian_keyword
Certain Dutch editions Extrait du Dictionnaire historique et critique 497; Extrait du dictionnaire de Bayle NA NA French NA NA Amsterdam Amsterdam 1780 NA NA NA 2 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Extrait du Dictionnaire historique et critique  ,Belles-Lettres
"Pseudo Place of publication unknown Evelina, ou L'entrée d'une jeune personne dans le monde 485; Evelina Evelina: Or The History of A Young Lady's Entrance into the World English French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition(s) not identified, numerous produced. Fauche-Borel Catalogue (1787) gives 'Amsterdam sous Paris, 1780', although not clear if all copies traded were this edition. Evelina  ",Belles-Lettres
"Certain Dutch editions Egaremens (les) du coeur et de l'esprit, ou Mémoires de Mr de Meilcour 366; Egaremens du coeur NA NA French NA NA Amsterdam Amsterdam 1765 NA NA NA 3 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Egaremens (les) du coeur et de l'esprit  ",Belles-Lettres
"Certain Dutch editions Entretiens, drames et contes moraux, à l'usage des enfants, par Mme de La Fite 402; Drames et contes de M. La Fitte; Entretiens drame & c; Entretiens drame & c par Madame la Fitte; Entretiens drame & contes moreaux par Madame la Tritte; Entretiens par Madame la Fitte NA NA French NA NA La Haye The Hague 1784 NA NA NA 2 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) and manuscript information. Entretiens, drames et contes moraux, à l'usage des enfants  ",Belles-Lettres
"Certain Neuchâtel editions (non-STN) Fille (la) de seize ans, drame en 3 actes 511; Fille (la) de seize ans; Fille de 16 ans NA NA French S. Fauche père et fils NA Neuchâtel Neuchâtel 1785 NA 125 125 1 NA 8 NA NA Attribution - sourced from Fauche from 1785, Fauche-Borel Catalogue (1787) information. Fille (la) de seize ans  ",Belles-Lettres
"Pseudo Dutch editions Nouvelle grammaire angloise... par J.-B. Robinet et J.-B. Dehaynin 546; Grammaire anglaise; Grammaire anglaise de Robinet NA NA French NA NA Amsterdam Amsterdam 1785 NA NA NA 1 NA 12 NA NA Attribution - edition details from Fauche-Borel Catalogue (1787), although extant copies not located. Nouvelle grammaire angloise... par J.-B. Robinet et J.-B. Dehaynin  ",Belles-Lettres
"Certain Other Swiss editions Nouvelle et parfaite grammaire françoise et allemande 549; Grammaire de Poitevin NA NA French, German Heilmann NA Bienne Bienne 1768 NA NA NA 1 3 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information, and sourced from Bienne. Grammaire de Poitevin  ",Belles-Lettres
"Certain Other Swiss editions Fat (le) corrigé. Histoire Morale 505; Fat Corrigé NA NA French François Grasset NA Lausanne Lausanne 1783 NA 14 14 1 NA 8 NA BnF has just one copy, Lausanne, Grasset, 1783 Attribution - sourced from Grasset in late 1782, catalogue information. Fat (le) corrigé  ",Belles-Lettres
Pseudo Place of publication unknown Flaçons (les) Flaçons (les) NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition(s) not identifed. Almost certainly taken from an edition of the 'Théâtre à l'usage des jeunes personnes'. Flaçons (les)  ,Belles-Lettres
"Certain International editions (non-Swiss) Favori (le) de la fortune 506 The Favourite of Fortune English French Vve Duchesne NA Amsterdam; Paris Amsterdam; Paris 1779 NA 174, 184 358 2 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Favori (le) de la fortune  ",Belles-Lettres
"Pseudo Place of publication unknown Fables (les) d'Esope Fables d'Esope NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition(s) not identified, numerous produced. Fables (les) d'Esope  ",Belles-Lettres
"Probable Italian editions Génie (le) de Pétrarque, ou Imitation en vers françois de ses plus belles poésies, précédée de la vie de cet homme célèbre 532; Génie de Pétrarque NA NA French NA NA Parma Parma 1778 NA NA NA 1 NA 12 NA NA Attribution - edition details from Fauche-Borel Catalogue (1787)and manuscript information, although extant copies located gives as in-8°. Génie (le) de Pétrarque  ",Belles-Lettres
"Certain Other Swiss editions George Wrey, ou Le Bouquet du coeur. Commédie en un acte & en prose, mêlée de vaudevilles. Par M. de La G*** 540; George vrai NA NA French NA NA Geneva Geneva 1785 NA 30 30 1 NA 8 NA NA Attribution - only extant edition located, Fauche-Borel Catalogue (1787) information. George Wrey  ",Belles-Lettres
"Certain Other Swiss editions Grammaire des dames, ou nouveau traité d'orthographe françoise: réduite aux règles les plus simples, et justifiée par des morceaux choisis de poésie, d'histoire, etc.: ouvrage dédié à madame la comtesse de Genlis   547; Grammaire des dames; Ortographe des dames NA NA French P. Barde NA Geneva Geneva 1785 NA VIII, 240 248 1 NA 8 NA NA Attribution - sourced from Barde in 1786, Fauche-Borel Catalogue (1787) information. Grammaire des dames  ",Belles-Lettres
"Certain Other Swiss editions Histoire intéressante de Madame la duchesse de C***, écrite par elle-même 583; Histoire de la duchesse de C***; Histoire interessante de Madame la duchesse de *** NA NA French Henri et Luc Vincent NA Lausanne Lausanne 1783 NA 109 109 1 NA 8 NA NA Attribution - only extant edition located, catalogue information.  N.B. This work is an extract from Genlis 'Adèle et Théodore, ou lettres sur l’éducation' first published in 1782, after Martin et al. Bibliographie du Genre Romanesque.   Histoire intéressante de Madame la duchesse de C***  ",Belles-Lettres
"Pseudo Place of publication unknown Histoire de Marguerite fille de Suzon, nièce de Dxx Bxxxxx  Histoire de Marguerite; Marguerite NA NA French NA NA n.pl. ? 1784 NA NA NA 1 NA 12 NA NA Attribution - more than one edition published in 1784, transactions information suggests probably published by Fauche in Neuchâtel. Histoire de Marguerite fille de Suzon  ",Belles-Lettres
"Probable Other Swiss editions Choix de poésies légères, contenant les quatre heures de la toilette des dames, Parapilla, les Saisons par Bernard, les Elémens, &c. 165; Choix des poesies legeres NA NA French Natthey & Comp NA Nyon Nyon 1783 NA xxiv, 216 240 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Choix de poésies légères  ",Belles-Lettres
"Certain Other Swiss editions Histoire de Monsieur Montague, traduite de l'anglois  623; Histoire de M. Montague traduite de l'Anglois; Histoire de Montague; Histoire d'Emelie monaigue NA NA French Henri et Luc Vincent NA Lausanne Lausanne 1783 NA 224; 221 445 2 NA 12 NA NA Attribution - sourced from Vincent, catalogue information.  N.B. Probably not a translation from the English despite the title. Histoire de Monsieur Montague  ",Belles-Lettres
"Certain Dutch editions Histoire d'Agathon, ou tableau philosophique des moeurs de la Gréce 572; Histoire d'agathon Geschichte des Agathon German French J. Murray NA Leiden Leiden 1778 NA NA NA 4 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Histoire d'Agathon  ",Belles-Lettres
"Pseudo Place of publication unknown Honnêtetés (les) littéraires 668; Honneteté litteraire NA NA French NA NA n.pl. ? 1767 NA NA NA 1 NA 8 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), but more than one edition produced of this work in 1767. Honnêtetés (les) littéraires  ",Belles-Lettres
"Pseudo Place of publication unknown Hipparchie et Cratès; conte philosophique renouvellé des Grecs. Par un habitant de Potsdam 571; Hipparchie; Hipparchie et Crates NA NA French NA NA n.pl. ? 1787 NA NA NA 1 NA 12 NA NA Attribution - details as given in  Fauche-Borel Catalogue (1787) and manuscript information, although extant copies located in-8°. Hipparchie et Cratès  ",Belles-Lettres
"Certain German editions Homme-sans-façon (l'); ou, Lettres d’un voyageur allant de Paris à Spa 664; Homme sans façon NA NA French NA NA n.pl. Neuwied 1786 NA NA NA 2 NA 12 NA NA Attribution - sourced from Neuwied, Fauche-Borel Catalogue (1787) information. Homme-sans-façon (l')  ",Belles-Lettres
"Pseudo Place of publication unknown Cauchoise (la), ou Mémoires d'une courtisanne célèbre Cauchoise NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition(s) not identified, manuscript information suggests STN traded in-12° and in-24° editions. The in-24° edition may well be that noted in Angus Martin et al., 'Bibliographie du genre romanesque', and described thus: in-18°, 192 pp., 'A Libidinibus, chez Sensualité, à la Délicatesse, rue du Tempérament, 10308070. [sic]' It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Cauchoise (la)  ",Belles-Lettres
"Probable German editions Jeannette seconde, ou la Nouvelle Paysanne parvenue 680; Jeannette seconde NA NA French NA NA Francfort Frankfurt 1759 NA NA NA 2 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information.  N.B. Fauche-Borel Catalogue (1787) gives in 2 volumes, although extant copies located usually described as in 3 volumes or 3 parts. Jeannette seconde  ",Belles-Lettres
"Certain Dutch editions Nuits (les) Clémentines: Poëme en IV Chants, sur la mort de Clément XIV 959; Nuits (les) de Clementines; Nuits clementines Le Notti Clementine Italian French NA NA Rotterdam Rotterdam 1778 NA XVI, 243 259 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Nuits (les) Clémentines  ",Belles-Lettres
"Pseudo Place of publication unknown Iliade d'Homère Illiade (l') d'homere par Bitaulée Iliás Ionic Greek French NA NA n.pl. ? NA NA NA NA 3 NA 8 NA NA Attribution - edition not identified, numerous produced. Iliade d'Homère  ",Belles-Lettres
"Pseudo Place of publication unknown Intrigante (l') comédie en deux actes Intrigante (l') NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - edition not identified, details as given in STN Catalogue 1785. Work was part of Genlis' 'Théâtre d'éducation', and no extant copies published separately have been located, leading to the conclusion that these copies were probably taken from that work. Intrigante (l') comédie en deux actes  ",Belles-Lettres
"Certain Dutch editions Jeux (les) de la petite Thalie, ou Nouveaux petits drames dialogués sur des proverbes: propres à former les moeurs des enfans & des jeunes personnes, dupuis l'age de cinq ans jusqu' à vingt 684; Jeux de la petite Thalie NA NA French T. van Harrevelt NA Amsterdam Amsterdam 1786 NA [2], xii, 243, [1] 258 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Jeux (les) de la petite Thalie  ",Belles-Lettres
"Pseudo Place of publication unknown Joujou (le) des demoiselles Joujou des demoiselles NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - edition not identified, numerous produced. Joujou (le) des demoiselles  ",Belles-Lettres
"Pseudo Place of publication unknown Isle (l') heureuse, comédie Isle heureuse NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, possibly taken from the 'Théatre a l'usage des jeunes personnes', which included the piece. Isle (l') heureuse  ",Belles-Lettres
"Pseudo Other Swiss editions Introduction à la syntaxe latine 715; Introduction à la sintax; Introduction à la sintax latine An Introduction to the Making of Latin  English French NA NA Geneva Geneva 1761 NA NA NA 2 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787), although edition not identified in library catalogues.  N.B. Work almost always contained a summary of Greek and Roman history. Introduction à la syntaxe latine  ",Belles-Lettres
"Pseudo Place of publication unknown Joseph: poëme en neuf chants 716; 717; Joseph; Joseph, poème NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - By 1787, STN were trading in two different editions of this work: (Paris, 1773, in-12°) and (Berlin, 1785, 2 vols, in-18°). It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Joseph: poëme en neuf chants  ",Belles-Lettres
Certain French editions Lettres de Madame la comtesse de L*** à Monsieur le comte de R*** 786; Lettres de la comtesse de L; Lettres de la comtesse de lauriere NA NA French Barrois NA Paris Paris 1786 NA 365 365 2 NA 18 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Lettres de Madame la comtesse de L*** à Monsieur le comte de R***  ,Belles-Lettres
"Certain Belgian editions Lettre de Joly de Saint-Valier à la Princesse de (Daschkow) à Petersbourg sur les Ballons appellés Globes Aërostatiques; avec l'explication des Brouillards du Juin et Juillet derniers, et les Raisons qui doivent determines à adoptes la nouvelle Orthographe Françoise 751; Ballons; Experiences des ballons; Lettres de Joly St. Valier sur les ballons; Lettres de M. Jolky de Vailles à M. la Princesse de **** sur les Ballons NA NA French NA NA Ostende Ostend 1783 NA NA NA 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Lettre de Joly de Saint-Valier  ",Belles-Lettres
"Pseudo Place of publication unknown Légende (la) joyeuse, ou les trois cent trois leçons de Lampsaque  Legende; Legende joyeuse NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition not identified, numerous produced. Légende (la) joyeuse  ",Belles-Lettres
"Certain Other Swiss editions Lettres de Mademoiselle Aïssé à Madame C... qui contiennent plusieurs anecdotes de l'histoire du temps, depuis l'année 1726 jusqu'en 1733. Précédées d'un narré très court de l'histoire de Mademoiselle Aïssé, pour servir à l'intelligence de ses lettres. Avec des notes, dont quelques-unes sont de M. de Voltaire  758; Lettre d'Aissé; lettres de mademoiselle aisse NA NA French La Grange Jean Mourer Paris Lausanne 1787 NA 242 242 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information, sourced from Mourer in 1787 Lettres de Mademoiselle Aïssé à Madame C...  ",Belles-Lettres
"Pseudo Place of publication unknown Lettres juives Lettres de Mendelsohn NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition not identified, several produced. Lettres juives  ",Belles-Lettres
